tender_id,card_id,verdict,relevant,boilerplate_only_ai,info_has_real_ai,classification,relevance_score,product_category,customer,tender_name
"93505849","93505849","relevant_ai","true","true","","ai_core","10","medical_ai_support","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВС","Оказание услуг по активации специализированного программного обеспечения Fotofinder universe и Moleanalyzer PRO с сервисом искусст"
"93516901","93516901","relevant_ai","true","true","","ai_core","10","ai_software_services","ГКОУ ""Специальная (коррекционная) общеобразовательная школа ","Образовательные услуги по повышению квалификации путем организации и проведения образовательных мероприятий по теме: «Искусственны"
"rq_0371200021026000023","93456609","relevant_ai","true","true","","ai_core","20","medical_ai_support","государственное бюджетное учреждение Ярославской области ""Эл","Запрос цены. Оказание услуг по предоставлению сертификата на сопровождение в региональном сегменте единой государственной информац"
"93481928","93481928","relevant_ai","true","true","","ai_core","20","software_services","ООО ""МАШИНОСТРОЕНИЕ""","Разработка модуля системы IVA, предназначенного для автоматического формирования протоколов совещаний на основе технологий искусст"
"0372100005626000016","93481608","relevant_soft","true","true","","ai_core","10","gov_regulatory_analytics","федеральное государственное бюджетное учреждение культуры ""Г","Оказание услуг по сопровождению системы КАМИС 5, мультимедийных систем, комплексов и приложений, СПД «Портал Виртуальная академия»"
"32615887656","93484794","relevant_soft","true","false","","automation_software","7","software_services","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""","Выполнение работ по развитию Корпоративной информационной системы ""Т+ Роботизация""(КИС ""Т+ Роботизация) в части разработки програм"
"rq_0356500001726000019","93387835","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР И","Запрос цены. Оказание услуг по сопровождению и эксплуатации Модуля поддержки принятия врачебных решений с технологией искусственно"
"0801500001126000557","93393730","relevant_soft","true","true","","ai_core","10","software_services","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ БАШКОРТОСТАН ","Создание и поставка программно-аппаратных комплексов и интерактивной виртуальной примерочной в рамках приобретения оборудования и "
"0826500000926000868","93317104","relevant_ai","true","true","","ai_core","20","medical_ai_support","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ БЕЛГОРОДСКОЙ О","Оказание услуг по сопровождению системы поддержки принятия врачебных решений (СППВР) с применением технологий искусственного интел"
"rq_0372100047626000146","93301345","relevant_ai","true","true","","automation_software","20","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Запрос цены. Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анал"
"93304778","93304778","relevant_soft","true","true","","ai_core","10","software_services","","Услуги по продлению неисключительных прав (лицензии) на программное обеспечение ""Контур.Фокус"""
"0172200002526000102","93263957","relevant_ai","true","true","","ai_core","10","software_services","Комитет по государственному заказу Санкт-Петербурга","Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта"
"32615855031","93244848","relevant_soft","true","false","","automation_software","7","software_services","АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГЕНТСТВО ТЕРРИТОРИАЛЬНОГО РАЗВИТИЯ ЗА","Работы по роботизации бизнес процесса"
"93227936","93227936","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГКУ ""ЗАБГОСЗАКУП""","Приобретение услуг по организации омниканального контактного центра по приему и обработке голосовых и неголосовых обращений с испо"
"rq_0200400003926000093","93225979","relevant_ai","true","false","","ai_core","19","software_services","ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""","Запрос цены. Выполнение работ по развитию Модульной системы для машинного обучения Подсистемы искусственного интеллекта федерально"
"32615847668","93206251","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЗАБАЙ","Приобретение услуг по организации омниканального контактного центра по приему и обработке голосовых и неголосовых обращений с испо"
"0358100020726000005","93172648","relevant_soft","true","true","","ai_core","10","software_services","государственное бюджетное образовательное учреждение среднег","Поставка оборудования (настольный программно-аппаратный комплекс голографической визуализации)"
"rq_0200400003926000089","93120889","relevant_ai","true","false","","ai_core","19","software_services","ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""","Запрос цены. Выполнение работ по развитию Модульной системы для машинного обучения Подсистемы искусственного интеллекта федерально"
"93075880","93075880","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ","Оказание услуг по предоставлению неисключительных прав на систему «Сайбокс» «Цифровой ассистент на базе больших языковых моделей» "
"93077519","93077519","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ","Оказание услуг по предоставлению неисключительных прав на систему «Сайбокс» «Цифровой ассистент на базе больших языковых моделей» "
"rq_0372200192226000007","93047234","relevant_soft","true","true","","ai_core","10","analytics_monitoring","Санкт-Петербургское государственное бюджетное учреждение ""Це","Запрос цены. оказание услуг по сопровождению государственной информационной системы «Транспортная модель Санкт-Петербурга» в 2026 "
"0869200000226002138","93001700","relevant_ai","true","true","","ai_core","20","computer_vision","Государственное казенное учреждение Челябинской области ""Цен","На оказание Услуг по передаче сертификата на сопровождение системы поддержки принятия врачебных решений (СППВР) с применением техн"
"32615819197","93008463","relevant_ai","true","false","","ai_core","19","software_services","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОР","Аукцион в электронной форме (№ ЦА 04-26), участниками которого могут быть только субъекты малого и среднего предпринимательства, п"
"rq_0200400003926000083","93012916","relevant_ai","true","false","","ai_core","19","software_services","ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""","Запрос цены. Выполнение работ по развитию Модульной системы для машинного обучения Подсистемы искусственного интеллекта федерально"
"92942272","92942272","relevant_ai","true","true","","ai_core","10","","","""Выполнение работ по разработке программных продуктов, информационных систем и/или доработке их функциональности"" ""Выполнение рабо"
"92948634","92948634","relevant_ai","true","true","","ai_core","10","software_services","АО ""ТАИФ""","Поставка одного стоечного GPU-сервера с процессором Dual AMD EPYC 9005/9004 Series Processors или аналог Intel Xeon Gold и серверн"
"92952023","92952023","ambiguous","false","false","true","ai_core","9","software_services","Группа Компаний «ФосАгро»","Разработка программных продуктов, информ. систем и/или их доработки АО""Апатит"""
"32615813504","92949213","relevant_soft","true","false","","automation_software","7","software_services","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ П","Роботизация процесса «Проверка Госпочты» на платформе PIX RPA для нужд ГлавУпДК при МИД России"
"92926144","92926144","relevant_soft","true","false","","ai_core","42","medical_ai_support","Закупки Вологодской облости Электронный магазин","Оказание услуг по передаче права на использование простой (неисключительной )лицензии на программное обеспечение ViPNet Client 5.0"
"92925595","92925595","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГАУЗ ПГБ","Оказание услуг системы поддержки принятия врачебных решений с применением технологий искусственного интеллекта"
"0328100007326000008","92894396","relevant_ai","true","true","","ai_core","20","analytics_monitoring","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬН","«Оказание услуг системы управления и дистанционного мониторинга с автоматическим определением лесных пожаров, основанная на технол"
"0372100047626000046","92903392","relevant_ai","true","true","","automation_software","20","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анализа компьютер"
"0328100007326000008","92894396","relevant_ai","true","true","","ai_core","20","analytics_monitoring","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬН","«Оказание услуг системы управления и дистанционного мониторинга с автоматическим определением лесных пожаров, основанная на технол"
"rq_0372200286926000002","92886147","relevant_ai","true","true","","ai_core","10","software_services","СПб ГБУ ""ИМЦ""","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта"
"0843500000226001169","92896676","relevant_ai","true","true","","ai_core","10","software_services","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕН","Оказание услуги на поставку программно-аппаратного комплекса - высокопроизводительной вычислительной платформы с использованием ус"
"32615804273","92900994","relevant_ai","true","true","","ai_core","10","software_services","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""ЦЕН","Оказание услуг по разработке и внедрению сервиса искусственного интеллекта, консультирующего по вопросам деятельности в сфере физи"
"32615802998","92884641","relevant_ai","true","false","","ai_core","9","software_services","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦИФРОВЫЕ ","Выполнение работ по развитию информационной системы «Реестр отраслевых моделей машинного обучения и наборов данных»"
"92885431","92885431","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ","Оказание услуг по предоставлению неисключительных прав на систему «Сайбокс» «Цифровой ассистент на базе больших языковых моделей» "
"32615798391","92861052","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЗАБАЙ","Приобретение услуг по организации омниканального контактного центра по приему и обработке голосовых и неголосовых обращений с испо"
"0108500000426001281","92862878","relevant_ai","true","true","","ai_core","20","medical_ai_support","КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК","Оказание услуг по техническому сопровождению подсистемы ""Электронная медицинская карта"" Государственной информационной системы в с"
"0105500000226000442","92877447","relevant_ai","true","true","","ai_core","20","medical_ai_support","СЛУЖБА РЕГУЛИРОВАНИЯ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК РЕС","Оказание услуг по техническому сопровождению медицинского изделия с технологией искусственного интеллекта программное обеспечение "
"92854099","92854099","relevant_ai","true","true","","ai_core","10","software_services","ОАО «Метафракс»","Проектирование размещения оборудования и разработке программного обеспечения с применением искусственного интеллекта для выполнени"
"92865143","92865143","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ","Оказание услуг по предоставлению неисключительных прав на систему «Сайбокс» «Цифровой ассистент на базе больших языковых моделей» "
"0171200001926000746","92850672","relevant_ai","true","true","","ai_core","20","medical_ai_support","департамент государственного заказа Ярославской области","Оказание услуг по сопровождению в региональном сегменте единой государственной информационной системы здравоохранения Ярославской "
"92801309","92801309","relevant_ai","true","true","","ai_core","20","computer_vision","Торговая Система «ТЭК-Торг»","Оказание услуг по установке и обслуживанию аппаратно-программных средств с применением технологий искусственного интеллекта для тр"
"92814618","92814618","relevant_ai","true","true","","ai_core","10","","","Проектирование размещения оборудования и разработке программного обеспечения с применением искусственного интеллекта для выполнени"
"0145300009626000076","92823934","relevant_soft","true","false","","automation_software","8","software_services","Администрация муниципального образования Тихвинский муниципа","Приобретение и внедрение программного обеспечения для автоматизации процесса административного воздействия по пресечению нарушений"
"92765894","92765894","relevant_ai","true","true","","ai_core","20","analytics_monitoring","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬН","«Оказание услуг системы управления и дистанционного мониторинга с автоматическим определением лесных пожаров, основанная на технол"
"92759116","92759116","relevant_soft","true","true","","ai_core","10","software_services","СЧЕТНАЯ ПАЛАТА ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ","Услуги по предоставлению неисключительных прав (лицензии) на программное обеспечение (VK WorkMail)"
"92729144","92729144","relevant_ai","true","true","","ai_core","10","ai_software_services","БАНК РОССИИ","Оказание образовательных (консультационных) услуг по теме «Искусственный интеллект в банковской сфере»"
"rq_0372200192226000006","92734865","relevant_soft","true","true","","ai_core","10","analytics_monitoring","Санкт-Петербургское государственное бюджетное учреждение ""Це","Запрос цены. Оказание услуг по сопровождению государственной информационной системы «Транспортная модель Санкт-Петербурга» в 2026 "
"0811500001126000010","92725550","relevant_ai","true","false","","ai_core","9","software_services","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЦИФРОВОЙ ТРАНСФОР","Модернизация информационной системы анализа видеопотока в целях обеспечения ее машинного обучения"
"0328100007326000006","92720027","relevant_ai","true","true","","ai_core","20","analytics_monitoring","Федеральное государственное бюджетное учреждение ""Национальн","«Оказание услуг системы управления и дистанционного мониторинга с автоматическим определением лесных пожаров, основанная на технол"
"92708087","92708087","relevant_ai","true","true","","ai_core","10","software_services","МИНЭНЕРГО РОССИИ","Оказание услуг по организации трансляции семинара «Роль ТЭК в развитии искусственного интеллекта» в сеть Интернет"
"0869200000226001639","92674938","relevant_ai","true","true","","ai_core","20","medical_ai_support","Государственное казенное учреждение Челябинской области ""Цен","На оказание Услуг по технической поддержке и сопровождению ""Сервиса поддержки принятия врачебных решений с технологией искусственн"
"92690732","92690732","relevant_ai","true","true","","ai_core","10","software_services","","Оказание информационно-консультационных, организационных услуг, а именно: услуги по организации, проведению и сопровождению страте"
"0187300015626000007","92687116","relevant_ai","true","false","","ai_core","9","software_services","Администрация города Ханты-Мансийска","Оказание услуг по развитию и обеспечению функционирования нейронной сети помощи гражданам, официальных ресурсов органов местного с"
"92671410","92671410","relevant_soft","true","false","","automation_software","7","software_services","Евразийский электронный портал","Услуги по продлению лицензии на право использования программного обеспечения ЛПО RPA"
"92660267","92660267","relevant_ai","true","true","","ai_core","20","","","Голосовые роботы, а также лицензии на использование интеллектуальных агентов на базе технологий искусственного интеллекта (LLM-аге"
"0321300184826000051","92659047","relevant_ai","true","false","","automation_software","23","medical_ai_support","ГБУЗ СК ""Городская поликлиника № 1"" г. Пятигорска","Оказание услуг по передаче на условиях простой (неисключительной) лицензии прав пользования программным обеспечением системы подде"
"92649168","92649168","relevant_ai","true","true","","ai_core","20","enterprise_rag_llm_assistant","ООО ""КЕХ ЕКОММЕРЦ""","Голосовые роботы, а также лицензии на использование интеллектуальных агентов на базе технологий искусственного интеллекта (LLM-аге"
"92651011","92651011","relevant_soft","true","true","","ai_core","20","enterprise_rag_llm_assistant","ООО ""КЕХ ЕКОММЕРЦ""","Ремонт и ТО подъемно-секционных ворот, автоматических раздвижных дверей, уплотнителей дверных проемов, платформ уравнительных, СТЦ"
"0829500001126001341","92643328","relevant_ai","true","true","","ai_core","10","medical_ai_support","","Оказание услуг по техническому сопровождению программного обеспечения, обеспечивающего автоматический анализ результатов инструмен"
"0373100084726000005","92584604","relevant_soft","true","false","","ai_core","17","medical_ai_support","Поволжский межрегиональный филиал федерального государственн","Оказание услуг предоставления доступа к облачной отказоустойчивой платформе для вычислений, хранения и обработки данных"
"32615762787","92574786","relevant_ai","true","true","","ai_core","10","software_services","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕДИНАЯ ЭЛЕКТРОННАЯ ТОРГОВАЯ ПЛОЩАДКА""","Выполнение работ по разработке и развертыванию программного комплекса для автоматизации формирования элементов закупочной документ"
"92577487","92577487","relevant_ai","true","true","","ai_core","10","software_services","АО ""ТАИФ""","Поставка одного стоечного GPU-сервера с процессором Dual AMD EPYC 9005/9004 Series Processors или аналог Intel Xeon Gold и серверн"
"32615763677","92579903","relevant_soft","true","false","","automation_software","7","software_services","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖД","Оказание услуг по настройке, разработке, адаптации, модификации программ для ЭВМ и баз данных, услуг по их установке, тестированию"
"0338200008226000007","92531727","relevant_ai","true","true","","ai_core","20","medical_ai_support","Государственное учреждение здравоохранения ""Камчатский краев","Оказание услуг по предоставлению сертификата технической поддержки медицинского изделия по описанию и интерпретации рентгенологиче"
"0321300184826000048","92538020","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГБУЗ СК ""Городская поликлиника № 1"" г. Пятигорска","Оказание услуг по передаче на условиях простой (неисключительной) лицензии прав пользования программным обеспечением системы подде"
"32615745550","92458237","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КЕМЕР","Оказание услуги системы поддержки принятия врачебных решений с применением технологий искусственного интеллекта"
"92457715","92457715","relevant_soft","true","false","","automation_software","7","software_services","Евразийский электронный портал","Услуги по продлению лицензий на право использования программного обеспечения"
"rq_0324200023926000010","92296048","relevant_ai","true","true","","ai_core","20","medical_ai_support","государственное учреждение здравоохранения ""Медицинский инфо","Запрос цены. Оказание услуг по сопровождению системы поддержки принятия врачебных решений (СППВР) с применением технологий искусст"
"rq_0324200023926000011","92296049","relevant_ai","true","true","","ai_core","20","medical_ai_support","государственное учреждение здравоохранения ""Медицинский инфо","Запрос цены. Оказание услуг по технической поддержке и сопровождению «Сервиса поддержки принятия врачебных решений с технологией и"
"rq_0326200009126000010","92296156","relevant_ai","true","true","","ai_core","20","medical_ai_support","Областное государственное учреждение здравоохранения особого","Запрос цены. Оказание услуг по сопровождению системы поддержки принятия врачебных решений (СППВР) с применением технологий искусст"
"92308245","92308245","relevant_ai","true","false","","ai_core","8","computer_vision","ПАО ""ФОРВАРД ЭНЕРГО""","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг п"
"32615717231","92261299","relevant_ai","true","false","","automation_software","23","medical_ai_support","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБ","Оказание услуг по предоставлению простой (неисключительной) лицензии и внедрению программного обеспечения системы поддержки принят"
"0380200000126000609","92194854","relevant_ai","true","true","","ai_core","20","medical_ai_support","Государственный комитет по размещению государственных заказо","Оказание услуг по техническому сопровождению медицинского изделия с технологией искусственного интеллекта «Система поддержки приня"
"rq_0387300001426000060","92221072","relevant_ai","true","false","","ai_core","9","software_services","Муниципальное казенное учреждение ""Управление логистики""","Запрос цены. Оказание услуг по развитию и обеспечению функционирования нейронной сети помощи гражданам, официальных ресурсов орган"
"92224963","92224963","relevant_ai","true","false","","ai_core","7","software_services","ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НАУКИ ""РОССИЙСКИЙ НАУЧНО-ИСС","Оказание услуг по передаче прав на условиях простой (неисключительной) лицензии на право использования программы для ЭВМ ""Система "
"92188280","92188280","relevant_soft","true","false","","automation_software","8","software_services","Азиатско-Тихоокеанский Банк (ОАО)","Итоги Запроса котировок на поставку и внедрение программного обеспечения для автоматизации процессов взыскания проблемной задолжен"
"92182623","92182623","relevant_soft","true","false","","ai_core","6","software_services","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОГРУПП""","Запрос на оказание услуг по разработке, модификации и сопровождению программного обеспечения на платформе «Битрикс24»"
"rq_0308200001626000003","92151107","relevant_ai","true","true","","ai_core","20","medical_ai_support","Государственное казенное учреждение Республики Марий Эл ""Мед","Запрос цены. Оказание услуг по техническому сопровождению подсистемы ""Электронная медицинская карта"" Государственной информационно"
"rq_0372200286926000001","92151993","relevant_ai","true","true","","ai_core","10","software_services","СПб ГБУ ""ИМЦ""","Запрос цены. Поставка высокопроизводительной вычислительной платформы с использованием ускорителей искусственного интеллекта"
"rq_0329200000426000004","92152677","relevant_ai","true","true","","ai_core","10","medical_ai_support","государственное казенное учреждение здравоохранения ""Волгогр","Запрос цены. оказание услуг по техническому сопровождению программного обеспечения, обеспечивающего автоматический анализ результа"
"92140805","92140805","relevant_ai","true","false","","ai_core","23","medical_ai_support","ГКУ РС(Я) «ЦЕНТР ЗАКУПОК РС(Я)»","Оказание услуг по предоставлению простой (неисключительной) лицензии и внедрению программного обеспечения для видеоаналитики в ста"
"0813500000126001507","92126736","relevant_ai","true","true","","ai_core","20","medical_ai_support","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ УДМУРТСКОЙ РЕСПУБЛИКИ ""Р","Зз-0016-01526 - 2026 Услуги по техническому сопровождению программного обеспечения медицинского изделия с технологией искусственно"
"92107558","92107558","relevant_ai","true","true","","ai_core","10","computer_vision","ВТБ ЛИЗИНГ (АКЦИОНЕРНОЕ ОБЩЕСТВО)","Запрос ценовой информации для определения начальной цены единиц услуг для проведения процедуры закупки на право заключения договор"
"32615696901","92105248","relevant_ai","true","false","","ai_core","8","computer_vision","АКЦИОНЕРНОЕ ОБЩЕСТВО ""КИНОСТУДИЯ ДЕТСКИХ И ЮНОШЕСКИХ ФИЛЬМОВ","Оказание услуг по передаче неисключительных прав использования данных приложения 1С Распознавание документов для нужд АО «Киностуд"
"92119190","92119190","relevant_soft","true","false","","automation_software","7","software_services","Евразийский электронный портал","Услуги по продлению лицензии на право использования программного обеспечения ЛПО RPA"
"32615694305","92090253","relevant_ai","true","false","","ai_core","23","medical_ai_support","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИ","Оказание услуг по предоставлению простой (неисключительной) лицензии и внедрению программного обеспечения для видеоаналитики в ста"
"rq_0372100047626000063","92079398","relevant_ai","true","true","","automation_software","20","medical_ai_support","Федеральное государственное бюджетное учреждение ""Санкт-Пете","Запрос цены. Выполнение работ по созданию Комплекса инструментов для автоматизированной системы «Интеграционная платформа для анал"
"0848300045426000044","92090931","relevant_ai","true","false","","ai_core","9","enterprise_rag_llm_assistant","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУП","Закупка видеокарты для локального запуска больших языковых моделей в рамках создания системы чат-бота для нужд Администрации Одинц"
"92076227","92076227","relevant_ai","true","false","","ai_core","8","computer_vision","ПАО ""ФОРВАРД ЭНЕРГО""","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг п"
"92076358","92076358","relevant_ai","true","false","","ai_core","8","computer_vision","Публичное акционерное общество ""Форвард Энерго""","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг п"
"92077184","92077184","relevant_soft","true","false","","automation_software","7","software_services","Торгово-закупочная площадка горнодобывающих, металлургически","№459/23-0209-0200(12675) программное обеспечение"
"92048838","92048838","relevant_ai","true","true","","ai_core","10","ai_software_services","БАНК РОССИИ","Оказание образовательных (консультационных) услуг по тематике «Искусственный интеллект для HR%26amp;TD»"
"92064972","92064972","relevant_ai","true","true","","ai_core","10","software_services","ФБУН ""УФИМСКИЙ НИИ МЕДИЦИНЫ ТРУДА И ЭКОЛОГИИ ЧЕЛОВЕКА""","Предоставление простого (неисключительного) права на использование программ для ЭВМ, предназначенных для поиска, обнаружения и иде"
"92072173","92072173","relevant_ai","true","false","","ai_core","8","computer_vision","Торговая Система «ТЭК-Торг»","Предоставление неисключительных прав на использование программного обеспечения модуля распознавания изображений и оказание услуг п"
"0149200002326000398","92042009","relevant_ai","true","true","","ai_core","20","medical_ai_support","Управление государственного заказа Мурманской области","Оказание услуг по техническому сопровождению медицинского изделия с технологией искусственного интеллекта программное обеспечение "
"32615685395","92029200","relevant_ai","true","false","","ai_core","9","software_services","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕГИОНАЛЬНЫЙ ОПЕРАТ","Оказание услуг по разработке, внедрению и передаче неисключительного права использования программного обеспечения, включая нейросе"
"rq_0121200001226000001","91977010","relevant_ai","true","true","","ai_core","10","software_services","министерство природных ресурсов и охраны окружающей среды Ст","Запрос цены. Разработка технического задания на создание цифрового продукта «Государственный ассистент» с использованием искусстве"
"rq_0121200001226000002","91977012","relevant_ai","true","true","","ai_core","10","software_services","министерство природных ресурсов и охраны окружающей среды Ст","Запрос цены. Разработка цифрового продукта «Государственный ассистент» с использованием искусственного интеллекта (ИИ)"
"91948376","91948376","relevant_ai","true","false","","automation_software","14","enterprise_rag_llm_assistant","Система электронных торгов","2026/9-33 Выполнение работ по разработке информационной системы &#x0022;Экосистема искусственного интеллекта&#x0022;"
"91946894","91946894","relevant_soft","true","true","","ai_core","10","software_services","БОУ Г. ОМСКА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 162""","Оказание услуг по обеспечению доступа к подсистеме ""Единый сервер бюджетного учета"" единой программно-аппаратной информационной си"
"91944174","91944174","relevant_ai","true","false","","ai_core","8","analytics_monitoring","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАН","разработку облачной системы удаленного мониторинга и предиктивной аналитики ГПУ Jenbacher"
"91951321","91951321","relevant_soft","true","false","","automation_software","7","software_services","Евразийский электронный портал","Услуги по продлению лицензий на право использования программного обеспечения"
"32615677482","91972113","relevant_soft","true","false","","automation_software","7","software_services","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ П","Предоставление на условиях простой (неисключительной) лицензии неисключительного права на использование программы для ЭВМ – програ"
"91933076","91933076","relevant_soft","true","true","","ai_core","10","software_services","БОУ Г. ОМСКА ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 162""","Оказание услуг по обеспечению доступа к подсистеме сбора первичной информации единой программно-аппаратной информационной системы "
