tender_num,classification,relevant,score,reason,domain_terms,ai_automation_terms,platform_terms,negative_terms,queries,groups,sources,fz,status,name,customer,price_rub,publish_date,deadline,tender_link
"0348100051726000045","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронного документооборота, документооборот","электронного документооборота; документооборот","","","","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота""","edo_core","card","44-ФЗ Электронный аукцион","Определение поставщика завершено","Оказание услуг по созданию и внедрению системы электронного документооборота и передаче неисключительных прав на использование программного обеспечения","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТУРИЗМА И СЕРВИСА""","11010000.00","13.05.2026","21.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0348100051726000045"
"32615994672","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронного документооборота, документооборот","электронного документооборота; документооборот","","","","""электронный документооборот"" | ""электронного документооборота""","edo_core","card","223-ФЗ Иной способ","Работа комиссии","260323 Приобретение лицензии программного комплекса электронного документооборота","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЛЕНЭНЕРГО""","9348196.00","08.05.2026","21.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615994672"
"0821400000126000058","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронного документооборота, документооборот","электронного документооборота; документооборот","","","","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота""","edo_core","card","44-ФЗ Запрос котировок в электронной форме","Определение поставщика завершено","Оказание услуг по предоставлению прав использования программы для ЭВМ системы электронного документооборота «Практика» в органах исполнительной власти Республики Ингушетия для обеспечения деятельности Управления Федерального казначейства по Республике Ингушетия (с сфере ИКТ)","МЕЖРЕГИОНАЛЬНЫЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""ЦЕНТР ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ КАЗНАЧЕЙСТВА РОССИИ"" В Г. СТАВРОПОЛЕ","105000.00","08.05.2026","18.05.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0821400000126000058"
"0301200034626000052","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронного документооборота, документооборот","электронного документооборота; документооборот","","","","""система электронного документооборота""","edo_core","card","44-ФЗ Запрос котировок в электронной форме","Определение поставщика завершено","Оказание услуг по подключению Системы электронного документооборота ""Дело""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКАНСКИЙ ЦЕНТР ПО ПРОФИЛАКТИКЕ И БОРЬБЕ СО СПИДОМ И ИНФЕКЦИОННЫМИ ЗАБОЛЕВАНИЯМИ","130128.94","06.05.2026","15.05.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0301200034626000052"
"32615981661","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронный документооборот, документооборот","электронный документооборот; документооборот","","","","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота""","edo_core","card","223-ФЗ Иной способ","Закупка завершена","Предоставление прав на использование программ для ЭВМ, предназначенных для создания информационной системы «Электронный документооборот» для нужд ГУП «Водоканал Санкт-Петербурга»","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""","26046699.50","05.05.2026","21.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615981661"
"0348100010526000018","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронного документооборота, документооборот","электронного документооборота; документооборот","","","","""система электронного документооборота""","edo_core","card","44-ФЗ Электронный аукцион","Определение поставщика завершено","Выполнение работ по аттестационным испытаниям объекта ""Узел доступа к системе межведомственного электронного документооборота Центральной избирательной комиссии Российской Федерации""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ИНФОРМАТИЗАЦИИ ПРИ ЦЕНТРАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""","3112333.33","04.05.2026","14.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0348100010526000018"
"0136500001126002751","noise","no","14","найдено в карточке ЕИС; класс=noise; совпадения: электронного документооборота, документооборот","электронного документооборота; документооборот","","","","""система электронного документооборота""","edo_core","card","44-ФЗ Электронный аукцион","Определение поставщика завершено","Оказание услуг по модернизации установленной у Заказчика системы электронного документооборота «CompanyMedia»","КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ТВЕРСКОЙ ОБЛАСТИ","2367000.00","04.05.2026","14.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0136500001126002751"
"0318200068126000175","noise","no","12","найдено в карточке/документах ЕИС; класс=noise; совпадения: электронного документооборота, документооборот; минус-слова: контур.экстерн","электронного документооборота; документооборот","","","контур.экстерн","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота""","edo_core","card; attached_file","44-ФЗ Запрос котировок в электронной форме","Подача заявок","Оказание услуг по передаче простой (неисключительной) лицензии на продление права использования и продления сертификата активации сервиса по сопровождению (абонентскому обслуживанию) системы защищенного электронного документооборота, предназначенной для формирования и отправки отчетности в контролирующие органы (Системы «Контур.Экстерн»), оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость (взаимодействие) с ранее установленной у Заказчика Системой «Контур.Экстерн»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ КРАСНОДАРСКОГО КРАЯ""","74237.25","27.05.2026","03.06.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0318200068126000175"
"0122100010226000008","edo_platform_generic","yes","12","найдено в карточке/документах ЕИС; класс=edo_platform_generic; совпадения: сэд, сопровождение","сэд","","сопровождение","","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота"" | СЭД","edo_core","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","Информационно технологическое сопровождение системы СЭД ""Дело""","УПРАВЛЕНИЕ МИНИСТЕРСТВА КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СИБИРСКОМУ И ДАЛЬНЕВОСТОЧНОМУ ФЕДЕРАЛЬНЫМ ОКРУГАМ","204580.00","25.05.2026","02.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0122100010226000008"
"0356500001426004655","noise","no","10","найдено в карточке/документах ЕИС; класс=noise; совпадения: сэд","сэд","","","","СЭД","edo_core","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","Подготовка проекта внесения изменений в проект межевания территории кадастрового квартала 59:32:2260001 д. Скобелевка Хохловского сельского поселения Пермского муниципального района Пермского края, утвержденный постановлением администрации Пермского муниципального района Пермского края от 27 августа 2021 г. № СЭД-2021-299-01-01-05.С-450","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","60000.00","27.05.2026","04.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0356500001426004655"
"0122200002526001786","noise","no","10","найдено в карточке/документах ЕИС; класс=noise; совпадения: сэд","сэд","","","","СЭД | ""архив документов"" | ""электронный архив""","edo_core; edo_archive","card; attached_file","44-ФЗ Электронный аукцион","Работа комиссии","Передача неисключительного права на использование модуля хранения электронных документов ""Архив"" программного продукта СЭД W-DOCS","КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ПРАВИТЕЛЬСТВА ХАБАРОВСКОГО КРАЯ","12243000.00","18.05.2026","27.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0122200002526001786"
"32615992091","noise","no","10","найдено в карточке/документах ЕИС; класс=noise; совпадения: сэд","сэд","","","","СЭД","edo_core","card; attached_file","223-ФЗ Иной способ","Закупка завершена","Закупка прав на использование и распространение программного обеспечения СЭД «Дело»","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРИНФОРМ""","1225429.14","08.05.2026","","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615992091"
"0820500000826002914","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","""автоматизация документооборота""","edo_automation","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","Оказание услуг по предоставлению лицензий на реанимационно-анестезиологическую информационную систему (ИС), оказание услуг по внедрению ИС, настройке автоматизации сбора данных с медицинского оборудования и медицинского документооборота","КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГОСУДАРСТВЕННЫХ ЗАКУПОК ПРИМОРСКОГО КРАЯ""","1196036.04","29.05.2026","10.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0820500000826002914"
"32616054416","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","""электронный документооборот"" | ""электронного документооборота""","edo_core","card; attached_file","223-ФЗ Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства","Подача заявок","Оказание услуг по предоставлению лицензий программного обеспечения для обеспечения электронного кадрового документооборота (ПО ЭКД, ЭКД) для нужд ФГБУ «ВНИИИМТ» Росздравнадзора.","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ИСПЫТАТЕЛЬНЫЙ ИНСТИТУТ МЕДИЦИНСКОЙ ТЕХНИКИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗДРАВООХРАНЕНИЯ","800000.00","27.05.2026","04.06.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616054416"
"2048500000126000516","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","""электронный документооборот"" | ""электронного документооборота""","edo_core","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","Оказание услуг по предоставлению права использования программы для ЭВМ для обеспечения юридически значимого электронного кадрового документооборота","ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА МНОГОКВАРТИРНЫХ ДОМОВ","1371155.31","22.05.2026","01.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=2048500000126000516"
"0328200019926000033","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","card; attached_file","44-ФЗ Запрос котировок в электронной форме","Подача заявок","Оказание услуг по профессиональному обучению безработных граждан по программе профессиональной подготовки по профессии «Делопроизводство» в 2026 году","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ВЛАДИМИРСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ""","345000.00","22.05.2026","29.05.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0328200019926000033"
"0162300052826000041","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","Оказание образовательных услуг по повышению квалификации по теме: «Кадровое делопроизводство»","АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА РЕФТИНСКИЙ","4490.00","20.05.2026","28.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0162300052826000041"
"0124100004226000004","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: автоматизированная система","","автоматизированная система","","","""электронный архив""","edo_archive","card; attached_file","44-ФЗ Запрос котировок в электронной форме","Определение поставщика завершено","Оказание услуг оценки эффективности (защищенности) информации от утечки по техническим каналам и от несанкционированного доступа на объекте информатизации, аттестованного по требованиям безопасности информации, носящей сведения, составляющие государственную тайну (автоматизированная система на базе автономной персональной электронно-вычислительной машины (ПЭВМ)) (услуги в сфере ИКТ)","ОТДЕЛ ГОСУДАРСТВЕННОЙ ФЕЛЬДЪЕГЕРСКОЙ СЛУЖБЫ РОССИЙСКОЙ ФЕДЕРАЦИИ В Г. АРХАНГЕЛЬСКЕ","120900.00","20.05.2026","27.05.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0124100004226000004"
"0372200084126000003","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: архив документов","архив документов","","","","""архив документов""","edo_archive","attached_file","44-ФЗ Запрос котировок в электронной форме","Определение поставщика завершено","Мебель","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ ГОСУДАРСТВЕННЫЙ АРХИВ ДОКУМЕНТОВ ПО ЛИЧНОМУ СОСТАВУ ЛИКВИДИРОВАННЫХ ГОСУДАРСТВЕННЫХ ПРЕДПРИЯТИЙ, УЧРЕЖДЕНИЙ, ОРГАНИЗАЦИЙ САНКТ-ПЕТЕРБУРГА""","157555.49","19.05.2026","26.05.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0372200084126000003"
"0869200000226004303","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","card; attached_file","44-ФЗ Электронный аукцион","Определение поставщика завершено","Оказание услуг по дополнительному профессиональному образованию (профессиональная переподготовка) женщин в период отпуска по уходу за ребенком до достижения им возраста 3-х лет по программе «Кадровое делопроизводство»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК ЧЕЛЯБИНСКОЙ ОБЛАСТИ""","48999.99","18.05.2026","27.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0869200000226004303"
"32615995926","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: электронного документооборота, документооборот; минус-слова: электронной подписи","электронного документооборота; документооборот","","","электронной подписи","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота""","edo_core","card; attached_file","223-ФЗ Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства","Закупка завершена","Поставка шлюза безопасности, предназначенного для осуществления защищенного электронного документооборота по каналам Системы межведомственного электронного взаимодействия с применением электронной подписи","КРАЕВОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР КАМЧАТСКОГО КРАЯ""","2960162.50","12.05.2026","19.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615995926"
"0173100011126000028","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","делопроизводство","edo_core","attached_file","44-ФЗ Электронный аукцион","Определение поставщика завершено","Поставка товаров для документооборота и делопроизводства","ВЕРХОВНЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ","1559510.00","07.05.2026","15.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0173100011126000028"
"0361100010626000058","noise","no","9","найдено в карточке/документах ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","attached_file","44-ФЗ Запрос котировок в электронной форме","Определение поставщика завершено","Оказание услуг по профессиональному обучению граждан по программе: ""Кадровое делопроизводство (1С: зарплата и управление персоналом)""","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "" ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ САХАЛИНСКОЙ ОБЛАСТИ""","40000.00","06.05.2026","14.05.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0361100010626000058"
"0122200002526001785","noise","no","7","найдено в карточке ЕИС; класс=noise; совпадения: сэд","сэд","","","","СЭД","edo_core","card","44-ФЗ Электронный аукцион","Подача заявок","Передача неисключительного права на использование модуля интеграции МЭДО 3.0. программного продукта ""СЭД W-DOCS""","КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ПРАВИТЕЛЬСТВА ХАБАРОВСКОГО КРАЯ","4450000.00","18.05.2026","28.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0122200002526001785"
"0169300000326001098","noise","no","7","найдено в карточке/документах ЕИС; класс=noise; совпадения: электронного документооборота, документооборот; минус-слова: контур.диадок, диадок","электронного документооборота; документооборот","","","контур.диадок; диадок","""электронный документооборот"" | ""электронного документооборота"" | ""система электронного документооборота""","edo_core","card; attached_file","44-ФЗ Электронный аукцион","Определение поставщика завершено","Оказание услуг на передачу (продление) неисключительного права на использование информационной системы электронного документооборота «Контур.Диадок»","АДМИНИСТРАЦИЯ ГОРОДА МАГНИТОГОРСКА","8850.00","08.05.2026","22.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0169300000326001098"
"0190300000726000405","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: электронный архив","электронный архив","","","","""архив документов"" | ""электронный архив""","edo_archive","card","44-ФЗ Электронный аукцион","Подача заявок","Выполнение работ по оцифровке архивных документов и внесению данных в Государственную информационную систему «Электронный архив Ямало-Ненецкого автономного округа» (ГИС ЭА)","АДМИНИСТРАЦИЯ ТАЗОВСКОГО РАЙОНА","624792.48","29.05.2026","08.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0190300000726000405"
"0137200001226004527","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","card","44-ФЗ Электронный аукцион","Подача заявок","Оказание образовательных услуг по дополнительному профессиональному образованию – переподготовке безработных граждан по курсу «Кадровое делопроизводство»","МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ КАЛУЖСКОЙ ОБЛАСТИ","90743.31","27.05.2026","04.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0137200001226004527"
"0342200028526000035","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: автоматизированная система","","автоматизированная система","","","""архив документов""","edo_archive","card","44-ФЗ Запрос котировок в электронной форме","Подача заявок","Оказание услуг по информационному сопровождению модуля «Архив медицинской документации» программного обеспечения автоматизированная система «Стационар», установленного в Государственном бюджетном учреждении здравоохранения Самарской области «Самарский областной детский санаторий «Юность» в 2026 г.","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКИЙ ОБЛАСТНОЙ ДЕТСКИЙ САНАТОРИЙ ""ЮНОСТЬ""","460779.00","27.05.2026","03.06.2026","https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0342200028526000035"
"0200400003926000012","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","""электронный документооборот"" | ""электронного документооборота""","edo_core","card","44-ФЗ Электронный аукцион","Подача заявок","Оказание услуг по передаче прав на использование программного обеспечения на условиях простой (неисключительной) лицензии для электронного кадрового документооборота для нужд филиала ППК «Роскадастр» ЦИТ «Роскадастр-Инфотех»","ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""","1172880.00","21.05.2026","02.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0200400003926000012"
"32616032871","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","card","223-ФЗ Иной способ","Работа комиссии","Оказание услуг по опережающему обучению работников, находящихся под угрозой увольнения, работников организаций, осуществляющих реструктуризацию, модернизацию, реализующих инвестиционные проекты, проекты повышения производительности труда, развития персонала, импортозамещения, работников организаций, входящих в кластеры Санкт-Петербурга, а также граждан, ищущих работу, по дополнительной профессиональной программе повышения квалификации «Делопроизводство и документационное обеспечение деятельности организации»","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ САНКТ-ПЕТЕРБУРГА""","148000.00","21.05.2026","29.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616032871"
"0825500000726001317","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: делопроизводство","делопроизводство","","","","делопроизводство","edo_core","card","44-ФЗ Электронный аукцион","Подача заявок","Оказание образовательных услуг по дополнительному профессиональному образованию безработных граждан в 2026 году по программе профессиональной переподготовки «Кадровое делопроизводство со знанием программы «1С: Зарплата и управление персоналом»»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""","42000.00","21.05.2026","29.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0825500000726001317"
"32616029960","noise","no","6","найдено в карточке/документах ЕИС; класс=noise; совпадения: развитие","","","развитие","","""согласование документов""","edo_workflow","card; attached_file","223-ФЗ Конкурс в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства","Работа комиссии","Выполнение работ по разработке и согласованию проектно-сметной документации по объекту: ""Реконструкция и развитие дождевой канализации для ликвидации подтопления территории, расположенной по адресу: г. Москва, ЮВАО, Мячковский бульвар, д. 21""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ МОСКОВСКИХ ВОДООТВОДЯЩИХ СИСТЕМ ""МОСВОДОСТОК""","7393278.15","21.05.2026","29.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616029960"
"32616022377","noise","no","6","найдено в карточке/документах ЕИС; класс=noise; совпадения: развитие","","","развитие","","""согласование документов""","edo_workflow","card; attached_file","223-ФЗ Конкурс в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства","Работа комиссии","Выполнение работ по разработке и согласованию проектно-сметных документаций по объектам: ""Реконструкция и развитие дождевой канализации для ликвидации подтопления территории, расположенной по адресу: г. Москва, Щелковское шоссе д. 11-д. 13"", ""Реконструкция и развитие дождевой канализации для ликвидации подтопления территории, расположенной по адресу: г. Москва, Щелковское шоссе д. 15-д. 17"", ""Реконструкция и развитие дождевой канализации для ликвидации подтопления территории, расположенной по адресу: г. Москва, Щелковское шоссе д. 19""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ МОСКОВСКИХ ВОДООТВОДЯЩИХ СИСТЕМ ""МОСВОДОСТОК""","17408015.18","19.05.2026","27.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616022377"
"0173100011126000033","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","делопроизводство","edo_core","card","44-ФЗ Электронный аукцион","Определение поставщика завершено","Поставка товаров для документооборота и делопроизводства","ВЕРХОВНЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ","3281900.00","14.05.2026","22.05.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0173100011126000033"
"32616009095","noise","no","6","найдено в карточке ЕИС; класс=noise; совпадения: документооборот","документооборот","","","","""автоматизация документооборота""","edo_automation","card","223-ФЗ Иной способ","Закупка отменена","Оказание услуг по установке изменений, интеграции, информационно-техническому сопровождению программных продуктов платформы «1С: Предприятие 8», «1С: Комплексная автоматизация 8», «1С: Документооборот 8 КОРП», «1С Бухгалтерия 8 КОРП»","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОИНТЕГРАТОР""","6866666.67","14.05.2026","22.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32616009095"
"32615994677","noise","no","6","найдено в карточке/документах ЕИС; класс=noise; совпадения: развитие","","","развитие","","""согласование документов""","edo_workflow","attached_file","223-ФЗ Конкурс в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства","Закупка завершена","Выполнение работ по разработке и согласованию проектно-сметной документации по объекту: ""Реконструкция и развитие дождевой канализации для ликвидации подтопления территории, расположенной по адресу: г. Москва, ЮВАО, Мячковский бульвар, д. 21""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ МОСКОВСКИХ ВОДООТВОДЯЩИХ СИСТЕМ ""МОСВОДОСТОК""","7393278.15","08.05.2026","18.05.2026","https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32615994677"
"0142200001326012052","noise","no","5","найдено в карточке/документах ЕИС; класс=noise; совпадения: сопровождение","","","сопровождение","","""электронный документооборот"" | ""электронного документооборота"" | ""автоматизация документооборота""","edo_core; edo_automation","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","Информационно-техническое сопровождение программного обеспечения АИС ИМЦ: ""Комплексная автоматизация бюджетного учреждения"" для Государственного бюджетного учреждения здравоохранения Самарской области «Самарская городская станция скорой медицинской помощи»","КОМИТЕТ ПО ОРГАНИЗАЦИИ ТОРГОВ САМАРСКОЙ ОБЛАСТИ","429723.00","27.05.2026","04.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0142200001326012052"
"0124200000626003666","noise","no","4","найдено в карточке/документах ЕИС; класс=noise; совпадения: лицензия","","","лицензия","","""электронный архив""","edo_archive","card; attached_file","44-ФЗ Электронный аукцион","Подача заявок","оказание услуг по предоставлению неисключительного права использования электронными базами данных (простая неисключительная лицензия)","КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ","200000.00","27.05.2026","04.06.2026","https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0124200000626003666"
